13:01:46.252 [restartedMain] INFO  c.app.journal.JournalAppApplication -Starting JournalAppApplication using Java 24.0.1 with PID 33432 (C:\Users\hp\Desktop\Study\Java-programs\JournalApplication\journal\target\classes started by hp in C:\Users\hp\Desktop\Study\Java-programs\JournalApplication)
16:22:44.129 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Exception in monitor thread while connecting to server ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017 
com.mongodb.MongoSocketOpenException: Exception opening socket
	at com.mongodb.internal.connection.SocketStream.lambda$open$0(SocketStream.java:85)
	at java.base/java.util.Optional.orElseThrow(Optional.java:403)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:85)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:233)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:219)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.SocketTimeoutException: Connect timed out
	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:551)
	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:602)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327)
	at java.base/java.net.Socket.connect(Socket.java:633)
	at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304)
	at com.mongodb.internal.connection.SocketStreamHelper.initialize(SocketStreamHelper.java:76)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:104)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:79)
	... 3 common frames omitted
16:22:44.129 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Exception in monitor thread while connecting to server ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017 
com.mongodb.MongoSocketOpenException: Exception opening socket
	at com.mongodb.internal.connection.SocketStream.lambda$open$0(SocketStream.java:85)
	at java.base/java.util.Optional.orElseThrow(Optional.java:403)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:85)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:233)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:219)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.SocketTimeoutException: Connect timed out
	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:551)
	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:602)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327)
	at java.base/java.net.Socket.connect(Socket.java:633)
	at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304)
	at com.mongodb.internal.connection.SocketStreamHelper.initialize(SocketStreamHelper.java:76)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:104)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:79)
	... 3 common frames omitted
16:22:44.129 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Exception in monitor thread while connecting to server ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017 
com.mongodb.MongoSocketOpenException: Exception opening socket
	at com.mongodb.internal.connection.SocketStream.lambda$open$0(SocketStream.java:85)
	at java.base/java.util.Optional.orElseThrow(Optional.java:403)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:85)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:233)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:219)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.SocketTimeoutException: Connect timed out
	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:551)
	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:602)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327)
	at java.base/java.net.Socket.connect(Socket.java:633)
	at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304)
	at com.mongodb.internal.connection.SocketStreamHelper.initialize(SocketStreamHelper.java:76)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:104)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:79)
	... 3 common frames omitted
16:22:50.833 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Monitor thread successfully connected to server with description ServerDescription{address=ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=759768400, minRoundTripTimeNanos=0, setName='atlas-10vsg5-shard-0', canonicalAddress=ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017, hosts=[ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017, ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017, ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017], passives=[], arbiters=[], primary='ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=57, topologyVersion=TopologyVersion{processId=69b30fd5ea006f2a16d8bf3e, counter=4}, lastWriteDate=Mon Mar 16 16:22:50 IST 2026, lastUpdateTimeNanos=1446151624037000} 
16:22:50.834 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Monitor thread successfully connected to server with description ServerDescription{address=ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=759920900, minRoundTripTimeNanos=0, setName='atlas-10vsg5-shard-0', canonicalAddress=ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017, hosts=[ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017, ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017, ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017], passives=[], arbiters=[], primary='ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=57, topologyVersion=TopologyVersion{processId=69b3142d06876aecd9b70acd, counter=3}, lastWriteDate=Mon Mar 16 16:22:50 IST 2026, lastUpdateTimeNanos=1446151624037000} 
16:22:50.839 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Monitor thread successfully connected to server with description ServerDescription{address=ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=776915400, minRoundTripTimeNanos=0, setName='atlas-10vsg5-shard-0', canonicalAddress=ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017, hosts=[ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017, ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017, ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017], passives=[], arbiters=[], primary='ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000dc, setVersion=57, topologyVersion=TopologyVersion{processId=69b311ad332d80e6a3807b8e, counter=6}, lastWriteDate=Mon Mar 16 16:22:50 IST 2026, lastUpdateTimeNanos=1446151641107700} 
16:22:50.840 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Discovered replica set primary ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017 with max election id 7fffffff00000000000000dc and max set version 57 
16:22:52.502 -------- [restartedMain] --- INFO  --- o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer -------- Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider 
16:22:52.503 -------- [restartedMain] --- WARN  --- o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer -------- Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR 
16:22:52.863 -------- [restartedMain] --- DEBUG --- o.s.s.web.DefaultSecurityFilterChain -------- Will secure any request with filters: DisableEncodeUrlFilter, WebAsyncManagerIntegrationFilter, SecurityContextHolderFilter, HeaderWriterFilter, LogoutFilter, BasicAuthenticationFilter, RequestCacheAwareFilter, SecurityContextHolderAwareRequestFilter, AnonymousAuthenticationFilter, ExceptionTranslationFilter, AuthorizationFilter 
16:22:53.724 -------- [restartedMain] --- INFO  --- o.a.coyote.http11.Http11NioProtocol -------- Starting ProtocolHandler ["http-nio-8080"] 
16:22:53.805 -------- [restartedMain] --- INFO  --- o.s.b.w.e.tomcat.TomcatWebServer -------- Tomcat started on port 8080 (http) with context path '/' 
16:22:53.842 -------- [restartedMain] --- INFO  --- c.app.journal.JournalAppApplication -------- Started JournalAppApplication in 28.631 seconds (process running for 31.111) 
16:24:00.313 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Exception in monitor thread while connecting to server ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017 
com.mongodb.MongoSocketReadException: Exception receiving message
	at com.mongodb.internal.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:809)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:857)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveCommandMessageResponse(InternalStreamConnection.java:517)
	at com.mongodb.internal.connection.InternalStreamConnection.receive(InternalStreamConnection.java:469)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:249)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.SocketException: Connection reset
	at java.base/sun.nio.ch.NioSocketImpl.implRead(NioSocketImpl.java:328)
	at java.base/sun.nio.ch.NioSocketImpl.read(NioSocketImpl.java:355)
	at java.base/sun.nio.ch.NioSocketImpl$1.read(NioSocketImpl.java:808)
	at java.base/java.net.Socket$SocketInputStream.read(Socket.java:966)
	at java.base/sun.security.ssl.SSLSocketInputRecord.read(SSLSocketInputRecord.java:484)
	at java.base/sun.security.ssl.SSLSocketInputRecord.readHeader(SSLSocketInputRecord.java:478)
	at java.base/sun.security.ssl.SSLSocketInputRecord.bytesInCompletePacket(SSLSocketInputRecord.java:70)
	at java.base/sun.security.ssl.SSLSocketImpl.readApplicationRecord(SSLSocketImpl.java:1465)
	at java.base/sun.security.ssl.SSLSocketImpl$AppInputStream.read(SSLSocketImpl.java:1069)
	at com.mongodb.internal.connection.SocketStream.read(SocketStream.java:182)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:824)
	... 4 common frames omitted
16:24:00.313 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Exception in monitor thread while connecting to server ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017 
com.mongodb.MongoSocketReadException: Exception receiving message
	at com.mongodb.internal.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:809)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:857)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveCommandMessageResponse(InternalStreamConnection.java:517)
	at com.mongodb.internal.connection.InternalStreamConnection.receive(InternalStreamConnection.java:469)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:249)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.SocketException: Connection reset
	at java.base/sun.nio.ch.NioSocketImpl.implRead(NioSocketImpl.java:328)
	at java.base/sun.nio.ch.NioSocketImpl.read(NioSocketImpl.java:355)
	at java.base/sun.nio.ch.NioSocketImpl$1.read(NioSocketImpl.java:808)
	at java.base/java.net.Socket$SocketInputStream.read(Socket.java:966)
	at java.base/sun.security.ssl.SSLSocketInputRecord.read(SSLSocketInputRecord.java:484)
	at java.base/sun.security.ssl.SSLSocketInputRecord.readHeader(SSLSocketInputRecord.java:478)
	at java.base/sun.security.ssl.SSLSocketInputRecord.bytesInCompletePacket(SSLSocketInputRecord.java:70)
	at java.base/sun.security.ssl.SSLSocketImpl.readApplicationRecord(SSLSocketImpl.java:1465)
	at java.base/sun.security.ssl.SSLSocketImpl$AppInputStream.read(SSLSocketImpl.java:1069)
	at com.mongodb.internal.connection.SocketStream.read(SocketStream.java:182)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:824)
	... 4 common frames omitted
16:24:00.353 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Exception in monitor thread while connecting to server ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017 
com.mongodb.MongoSocketReadException: Exception receiving message
	at com.mongodb.internal.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:809)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:857)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveCommandMessageResponse(InternalStreamConnection.java:517)
	at com.mongodb.internal.connection.InternalStreamConnection.receive(InternalStreamConnection.java:469)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:249)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.SocketException: Connection reset
	at java.base/sun.nio.ch.NioSocketImpl.implRead(NioSocketImpl.java:328)
	at java.base/sun.nio.ch.NioSocketImpl.read(NioSocketImpl.java:355)
	at java.base/sun.nio.ch.NioSocketImpl$1.read(NioSocketImpl.java:808)
	at java.base/java.net.Socket$SocketInputStream.read(Socket.java:966)
	at java.base/sun.security.ssl.SSLSocketInputRecord.read(SSLSocketInputRecord.java:484)
	at java.base/sun.security.ssl.SSLSocketInputRecord.readHeader(SSLSocketInputRecord.java:478)
	at java.base/sun.security.ssl.SSLSocketInputRecord.bytesInCompletePacket(SSLSocketInputRecord.java:70)
	at java.base/sun.security.ssl.SSLSocketImpl.readApplicationRecord(SSLSocketImpl.java:1465)
	at java.base/sun.security.ssl.SSLSocketImpl$AppInputStream.read(SSLSocketImpl.java:1069)
	at com.mongodb.internal.connection.SocketStream.read(SocketStream.java:182)
	at com.mongodb.internal.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:824)
	... 4 common frames omitted
16:24:00.495 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Exception in monitor thread while connecting to server ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017 
com.mongodb.MongoSocketException: No such host is known (ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:75)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:100)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:79)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:233)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:219)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.UnknownHostException: No such host is known (ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net)
	at java.base/java.net.Inet6AddressImpl.lookupAllHostAddr(Native Method)
	at java.base/java.net.InetAddress$PlatformNameService.lookupAllHostAddr(InetAddress.java:934)
	at java.base/java.net.InetAddress.getAddressesFromNameService(InetAddress.java:1543)
	at java.base/java.net.InetAddress$NameServiceAddresses.get(InetAddress.java:852)
	at java.base/java.net.InetAddress.getAllByName0(InetAddress.java:1533)
	at java.base/java.net.InetAddress.getAllByName(InetAddress.java:1385)
	at java.base/java.net.InetAddress.getAllByName(InetAddress.java:1306)
	at com.mongodb.internal.connection.DefaultInetAddressResolver.lookupByName(DefaultInetAddressResolver.java:34)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:71)
	... 5 common frames omitted
16:24:00.495 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Exception in monitor thread while connecting to server ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017 
com.mongodb.MongoSocketException: No such host is known (ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:75)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:100)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:79)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:233)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:219)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.UnknownHostException: No such host is known (ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net)
	at java.base/java.net.Inet6AddressImpl.lookupAllHostAddr(Native Method)
	at java.base/java.net.InetAddress$PlatformNameService.lookupAllHostAddr(InetAddress.java:934)
	at java.base/java.net.InetAddress.getAddressesFromNameService(InetAddress.java:1543)
	at java.base/java.net.InetAddress$NameServiceAddresses.get(InetAddress.java:852)
	at java.base/java.net.InetAddress.getAllByName0(InetAddress.java:1533)
	at java.base/java.net.InetAddress.getAllByName(InetAddress.java:1385)
	at java.base/java.net.InetAddress.getAllByName(InetAddress.java:1306)
	at com.mongodb.internal.connection.DefaultInetAddressResolver.lookupByName(DefaultInetAddressResolver.java:34)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:71)
	... 5 common frames omitted
16:24:00.516 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Exception in monitor thread while connecting to server ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017 
com.mongodb.MongoSocketException: No such host is known (ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:75)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:100)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:79)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:233)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.lookupServerDescription(DefaultServerMonitor.java:219)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitor.run(DefaultServerMonitor.java:176)
Caused by: java.net.UnknownHostException: No such host is known (ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net)
	at java.base/java.net.Inet6AddressImpl.lookupAllHostAddr(Native Method)
	at java.base/java.net.InetAddress$PlatformNameService.lookupAllHostAddr(InetAddress.java:934)
	at java.base/java.net.InetAddress.getAddressesFromNameService(InetAddress.java:1543)
	at java.base/java.net.InetAddress$NameServiceAddresses.get(InetAddress.java:852)
	at java.base/java.net.InetAddress.getAllByName0(InetAddress.java:1533)
	at java.base/java.net.InetAddress.getAllByName(InetAddress.java:1385)
	at java.base/java.net.InetAddress.getAllByName(InetAddress.java:1306)
	at com.mongodb.internal.connection.DefaultInetAddressResolver.lookupByName(DefaultInetAddressResolver.java:34)
	at com.mongodb.internal.connection.ServerAddressHelper.getSocketAddresses(ServerAddressHelper.java:71)
	... 5 common frames omitted
16:24:11.361 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Monitor thread successfully connected to server with description ServerDescription{address=ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=288782700, minRoundTripTimeNanos=0, setName='atlas-10vsg5-shard-0', canonicalAddress=ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017, hosts=[ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017, ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017, ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017], passives=[], arbiters=[], primary='ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000dc, setVersion=57, topologyVersion=TopologyVersion{processId=69b311ad332d80e6a3807b8e, counter=6}, lastWriteDate=Mon Mar 16 16:24:10 IST 2026, lastUpdateTimeNanos=1446232162865300} 
16:24:11.372 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Discovered replica set primary ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017 with max election id 7fffffff00000000000000dc and max set version 57 
16:24:11.533 -------- [cluster-ClusterId{value='69b7e0f15ff45f1ed891c550', description='Cluster0'}-ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017] --- INFO  --- org.mongodb.driver.cluster -------- Monitor thread successfully connected to server with description ServerDescription{address=ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=496585600, minRoundTripTimeNanos=0, setName='atlas-10vsg5-shard-0', canonicalAddress=ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017, hosts=[ac-jcz0paw-shard-00-01.b7jb1jb.mongodb.net:27017, ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017, ac-jcz0paw-shard-00-00.b7jb1jb.mongodb.net:27017], passives=[], arbiters=[], primary='ac-jcz0paw-shard-00-02.b7jb1jb.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=57, topologyVersion=TopologyVersion{processId=69b3142d06876aecd9b70acd, counter=3}, lastWriteDate=Mon Mar 16 16:24:10 IST 2026, lastUpdateTimeNanos=1446232334902300} 
